"date","UF","confirm","deaths","days_since_1","cfr","pop_100k","mortes_100k","days_since_pointone_deaths100k","cases_per_100k","new_deaths","new_cases","days_since_pointone_cases100k","growth","growth_deaths","share","share_deaths"
2020-09-09,"Roraima",45855,607,172,1.32,6.05761,100.2,160,7569.8171,2,350,173,1.72,0.29,0.55,0.24
2020-09-09,"Rio Grande do Sul",147576,3882,183,2.63,113.77239,34.12,154,1297.1161,82,3074,176,5.59,1.86,1.75,1.51
2020-09-09,"Santa Catarina",192982,2460,181,1.27,71.64788,34.33,159,2693.4782,18,2585,176,2.81,0.9,2.29,0.96
2020-09-09,"Sergipe",74121,1920,179,2.59,22.98696,83.53,159,3224.4803,11,150,178,1.2,1,0.88,0.75
2020-09-09,"São Paulo",866576,31821,197,3.67,459.19049,69.3,168,1887.1819,391,7793,182,5.36,7.38,10.3,12.36
2020-09-09,"Tocantins",57899,773,175,1.34,15.72866,49.15,143,3681.1146,11,1215,173,2.64,2.75,0.69,0.3
2020-09-09,"Brasil",4205877,128752,197,3.06,NA,NA,NA,NA,1157,37087,NA,1.97,2.2,50,50
2020-09-10,"Acre",25877,635,177,2.45,8.81935,72,158,2934.1165,4,209,178,1.2,4,0.3,0.24
2020-09-10,"Alagoas",81330,1957,186,2.41,33.37357,58.64,151,2436.9583,8,238,176,1.05,1.33,0.96,0.75
2020-09-10,"Amazonas",125660,3874,181,3.08,41.44597,93.47,161,3031.8991,11,701,175,0.95,1.38,1.48,1.49
2020-09-10,"Amapá",45529,676,174,1.48,8.45731,79.93,160,5383.3902,1,278,175,1.1,0,0.54,0.26
2020-09-10,"Bahia",277327,5818,188,2.1,148.73064,39.12,156,1864.6259,44,2239,177,0.98,1.1,3.27,2.24
2020-09-10,"Ceará",224847,8657,178,3.85,91.32078,94.8,162,2462.1669,23,984,178,1.01,0.5,2.65,3.34
2020-09-10,"Distrito Federal",173631,2843,187,1.64,30.15268,94.29,163,5758.3936,30,923,181,0.95,0.6,2.04,1.1
2020-09-10,"Espírito Santo",118138,3314,188,2.81,40.1865,82.47,161,2939.7434,16,868,177,1.25,1.33,1.39,1.28
2020-09-10,"Goiás",158548,3701,182,2.33,70.18354,52.73,154,2259.0482,96,3793,179,0.98,0.79,1.87,1.43
2020-09-10,"Maranhão",160968,3550,174,2.21,70.75181,50.18,157,2275.1079,11,729,172,0.68,1.1,1.9,1.37
2020-09-10,"Minas Gerais",242533,6009,186,2.48,211.68791,28.39,151,1145.7102,74,4018,176,2.17,1.28,2.86,2.32
2020-09-10,"Mato Grosso do Sul",58304,1035,180,1.78,27.78986,37.24,151,2098.0314,11,2258,179,3.22,0.65,0.69,0.4
2020-09-10,"Mato Grosso",102846,3073,174,2.99,34.84466,88.19,151,2951.557,33,1449,172,1.05,1.1,1.21,1.18
2020-09-10,"Pará",212428,6299,176,2.97,86.02865,73.22,153,2469.2704,10,1367,169,1.09,1.11,2.5,2.43
2020-09-10,"Paraíba",111495,2590,176,2.32,40.18127,64.46,156,2774.8003,12,768,170,0.89,0.8,1.31,1
2020-09-10,"Pernambuco",134619,7792,182,5.79,95.57071,81.53,160,1408.5801,28,1040,178,1.05,1.22,1.59,3
2020-09-10,"Piauí",85225,1947,175,2.28,32.73227,59.48,165,2603.6997,16,717,175,0.71,2.29,1,0.75
2020-09-10,"Paraná",148333,3710,182,2.5,114.33957,32.45,158,1297.3024,50,2000,178,1.86,1.11,1.75,1.43
2020-09-10,"Rio de Janeiro",234813,16871,189,7.18,172.64943,97.72,164,1360.0566,101,940,181,1.88,0.81,2.76,6.5
2020-09-10,"Rio Grande do Norte",65099,2316,182,3.56,35.06853,66.04,161,1856.3367,6,359,175,0.93,1,0.77,0.89
2020-09-10,"Rondônia",59620,1217,174,2.04,17.77225,68.48,155,3354.6681,10,424,174,0.67,0.71,0.7,0.47
2020-09-10,"Roraima",46102,609,173,1.32,6.05761,100.53,161,7610.5923,2,247,174,0.71,1,0.54,0.23
2020-09-10,"Rio Grande do Sul",151392,3929,184,2.6,113.77239,34.53,155,1330.6568,47,3816,177,1.24,0.57,1.78,1.51
2020-09-10,"Santa Catarina",194176,2483,182,1.28,71.64788,34.66,160,2710.143,23,1194,177,0.46,1.28,2.29,0.96
2020-09-10,"Sergipe",74386,1933,180,2.6,22.98696,84.09,160,3236.0086,13,265,179,1.77,1.18,0.88,0.75
2020-09-10,"São Paulo",874754,32104,198,3.67,459.19049,69.91,169,1904.9915,283,8178,183,1.05,0.72,10.3,12.37
2020-09-10,"Tocantins",58658,784,176,1.34,15.72866,49.85,144,3729.3705,11,759,174,0.62,1,0.69,0.3
2020-09-10,"Brasil",4246638,129726,198,3.05,NA,NA,NA,NA,974,40761,NA,1.1,0.84,50,50
2020-09-11,"Acre",26004,636,178,2.45,8.81935,72.11,159,2948.5166,1,127,179,0.61,0.25,0.3,0.24
2020-09-11,"Alagoas",81440,1965,187,2.41,33.37357,58.88,152,2440.2544,8,110,177,0.46,1,0.95,0.75
2020-09-11,"Amazonas",126423,3883,182,3.07,41.44597,93.69,162,3050.3086,9,763,176,1.09,0.82,1.47,1.49
2020-09-11,"Amapá",45665,677,175,1.48,8.45731,80.05,161,5399.471,1,136,176,0.49,1,0.53,0.26
2020-09-11,"Bahia",279509,5866,189,2.1,148.73064,39.44,157,1879.2967,48,2182,178,0.97,1.09,3.26,2.25
2020-09-11,"Ceará",226021,8683,179,3.84,91.32078,95.08,163,2475.0227,26,1174,179,1.19,1.13,2.64,3.32
2020-09-11,"Distrito Federal",174549,2867,188,1.64,30.15268,95.08,164,5788.8387,24,918,182,0.99,0.8,2.04,1.1
2020-09-11,"Espírito Santo",118814,3332,189,2.8,40.1865,82.91,162,2956.565,18,676,178,0.78,1.12,1.39,1.28
2020-09-11,"Goiás",162204,3761,183,2.32,70.18354,53.59,155,2311.1402,60,3656,180,0.96,0.62,1.89,1.44
2020-09-11,"Maranhão",161994,3560,175,2.2,70.75181,50.32,158,2289.6093,10,1026,173,1.41,0.91,1.89,1.36
2020-09-11,"Minas Gerais",246149,6114,187,2.48,211.68791,28.88,152,1162.792,105,3616,177,0.9,1.42,2.87,2.34
2020-09-11,"Mato Grosso do Sul",58671,1055,181,1.8,27.78986,37.96,152,2111.2377,20,367,180,0.16,1.82,0.68,0.4
2020-09-11,"Mato Grosso",104529,3093,175,2.96,34.84466,88.77,152,2999.8571,20,1683,173,1.16,0.61,1.22,1.18
2020-09-11,"Pará",213655,6307,177,2.95,86.02865,73.31,154,2483.5331,8,1227,170,0.9,0.8,2.49,2.42
2020-09-11,"Paraíba",112018,2604,177,2.32,40.18127,64.81,157,2787.8163,14,523,171,0.68,1.17,1.31,1
2020-09-11,"Pernambuco",135643,7817,183,5.76,95.57071,81.79,161,1419.2947,25,1024,179,0.98,0.89,1.58,2.99
2020-09-11,"Piauí",86085,1958,176,2.27,32.73227,59.82,166,2629.9734,11,860,176,1.2,0.69,1,0.75
2020-09-11,"Paraná",150668,3781,183,2.51,114.33957,33.07,159,1317.724,71,2335,179,1.17,1.42,1.76,1.45
2020-09-11,"Rio de Janeiro",240453,16883,190,7.02,172.64943,97.79,165,1392.724,12,5640,182,6,0.12,2.8,6.46
2020-09-11,"Rio Grande do Norte",65266,2321,183,3.56,35.06853,66.18,162,1861.0988,5,167,176,0.47,0.83,0.76,0.89
2020-09-11,"Rondônia",60038,1231,175,2.05,17.77225,69.27,156,3378.1879,14,418,175,0.99,1.4,0.7,0.47
2020-09-11,"Roraima",46348,610,174,1.32,6.05761,100.7,162,7651.2024,1,246,175,1,0.5,0.54,0.23
2020-09-11,"Rio Grande do Sul",153475,3997,185,2.6,113.77239,35.13,156,1348.9652,68,2083,178,0.55,1.45,1.79,1.53
2020-09-11,"Santa Catarina",195701,2497,183,1.28,71.64788,34.85,161,2731.4276,14,1525,178,1.28,0.61,2.28,0.96
2020-09-11,"Sergipe",74645,1939,181,2.6,22.98696,84.35,161,3247.2758,6,259,180,0.98,0.46,0.87,0.74
2020-09-11,"São Paulo",882809,32338,199,3.66,459.19049,70.42,170,1922.5333,234,8055,184,0.98,0.83,10.29,12.38
2020-09-11,"Tocantins",59395,799,177,1.35,15.72866,50.8,145,3776.2276,15,737,175,0.97,1.36,0.69,0.31
2020-09-11,"Brasil",4288171,130574,199,3.04,NA,NA,NA,NA,848,41533,NA,1.02,0.87,50,50
2020-09-12,"Acre",26148,637,179,2.44,8.81935,72.23,160,2964.8443,1,144,180,1.13,1,0.3,0.24
2020-09-12,"Alagoas",82028,1972,188,2.4,33.37357,59.09,153,2457.8731,7,588,178,5.35,0.88,0.95,0.75
2020-09-12,"Amazonas",126939,3888,183,3.06,41.44597,93.81,163,3062.7586,5,516,177,0.68,0.56,1.47,1.48
2020-09-12,"Amapá",45789,678,176,1.48,8.45731,80.17,162,5414.1329,1,124,177,0.91,1,0.53,0.26
2020-09-12,"Bahia",281665,5912,190,2.1,148.73064,39.75,158,1893.7927,46,2156,179,0.99,0.96,3.26,2.25
2020-09-12,"Ceará",227075,8685,180,3.82,91.32078,95.1,164,2486.5644,2,1054,180,0.9,0.08,2.63,3.31
2020-09-12,"Distrito Federal",175646,2883,189,1.64,30.15268,95.61,165,5825.2202,16,1097,183,1.19,0.67,2.03,1.1
2020-09-12,"Espírito Santo",119354,3338,190,2.8,40.1865,83.06,163,2970.0024,6,540,179,0.8,0.33,1.38,1.27
2020-09-12,"Goiás",162936,3793,184,2.33,70.18354,54.04,156,2321.57,32,732,181,0.2,0.53,1.89,1.44
2020-09-12,"Maranhão",162476,3569,176,2.2,70.75181,50.44,159,2296.4218,9,482,174,0.47,0.9,1.88,1.36
2020-09-12,"Minas Gerais",250190,6200,188,2.48,211.68791,29.29,153,1181.8814,86,4041,178,1.12,0.82,2.9,2.36
2020-09-12,"Mato Grosso do Sul",59077,1065,182,1.8,27.78986,38.32,153,2125.8473,10,406,181,1.11,0.5,0.68,0.41
2020-09-12,"Mato Grosso",105202,3111,176,2.96,34.84466,89.28,153,3019.1714,18,673,174,0.4,0.9,1.22,1.18
2020-09-12,"Pará",214376,6344,178,2.96,86.02865,73.74,155,2491.914,37,721,171,0.59,4.62,2.48,2.42
2020-09-12,"Paraíba",112706,2616,178,2.32,40.18127,65.1,158,2804.9387,12,688,172,1.32,0.86,1.3,1
2020-09-12,"Pernambuco",136413,7852,184,5.76,95.57071,82.16,162,1427.3515,35,770,180,0.75,1.4,1.58,2.99
2020-09-12,"Piauí",86396,1967,177,2.28,32.73227,60.09,167,2639.4747,9,311,177,0.36,0.82,1,0.75
2020-09-12,"Paraná",152913,3801,184,2.49,114.33957,33.24,160,1337.3585,20,2245,180,0.96,0.28,1.77,1.45
2020-09-12,"Rio de Janeiro",240776,16985,191,7.05,172.64943,98.38,166,1394.5948,102,323,183,0.06,8.5,2.79,6.47
2020-09-12,"Rio Grande do Norte",65521,2323,184,3.55,35.06853,66.24,163,1868.3703,2,255,177,1.53,0.4,0.76,0.88
2020-09-12,"Rondônia",60362,1240,176,2.05,17.77225,69.77,157,3396.4186,9,324,176,0.78,0.64,0.7,0.47
2020-09-12,"Roraima",46478,610,175,1.31,6.05761,100.7,163,7672.663,0,130,176,0.53,0,0.54,0.23
2020-09-12,"Rio Grande do Sul",156264,4039,186,2.58,113.77239,35.5,157,1373.4791,42,2789,179,1.34,0.62,1.81,1.54
2020-09-12,"Santa Catarina",197064,2515,184,1.28,71.64788,35.1,162,2750.4512,18,1363,179,0.89,1.29,2.28,0.96
2020-09-12,"Sergipe",74765,1945,182,2.6,22.98696,84.61,162,3252.4962,6,120,181,0.46,1,0.87,0.74
2020-09-12,"São Paulo",890690,32567,200,3.66,459.19049,70.92,171,1939.6961,229,7881,185,0.98,0.98,10.31,12.4
2020-09-12,"Tocantins",59722,806,178,1.35,15.72866,51.24,146,3797.0177,7,327,176,0.44,0.47,0.69,0.31
2020-09-12,"Brasil",4318971,131341,200,3.04,NA,NA,NA,NA,767,30800,NA,0.74,0.9,50,50
2020-09-13,"Acre",26166,640,180,2.45,8.81935,72.57,161,2966.8853,3,18,181,0.12,3,0.3,0.24
2020-09-13,"Alagoas",82230,1979,189,2.41,33.37357,59.3,154,2463.9258,7,202,179,0.34,1,0.95,0.75
2020-09-13,"Amazonas",127132,3892,184,3.06,41.44597,93.91,164,3067.4152,4,193,178,0.37,0.8,1.47,1.48
2020-09-13,"Amapá",45853,678,177,1.48,8.45731,80.17,163,5421.7003,0,64,178,0.52,0,0.53,0.26
2020-09-13,"Bahia",282517,5961,191,2.11,148.73064,40.08,159,1899.5212,49,852,180,0.4,1.07,3.26,2.26
2020-09-13,"Ceará",227449,8686,181,3.82,91.32078,95.12,165,2490.6598,1,374,181,0.35,0.5,2.62,3.3
2020-09-13,"Distrito Federal",176837,2899,190,1.64,30.15268,96.14,166,5864.7192,16,1191,184,1.09,1,2.04,1.1
2020-09-13,"Espírito Santo",119548,3346,191,2.8,40.1865,83.26,164,2974.8299,8,194,180,0.36,1.33,1.38,1.27
2020-09-13,"Goiás",163535,3805,185,2.33,70.18354,54.21,157,2330.1048,12,599,182,0.82,0.38,1.89,1.44
2020-09-13,"Maranhão",162583,3580,177,2.2,70.75181,50.6,160,2297.9341,11,107,175,0.22,1.22,1.88,1.36
2020-09-13,"Minas Gerais",252263,6276,189,2.49,211.68791,29.65,154,1191.6741,76,2073,179,0.51,0.88,2.91,2.38
2020-09-13,"Mato Grosso do Sul",59408,1085,183,1.83,27.78986,39.04,154,2137.7582,20,331,182,0.82,2,0.69,0.41
2020-09-13,"Mato Grosso",105445,3130,177,2.97,34.84466,89.83,154,3026.1452,19,243,175,0.36,1.06,1.22,1.19
2020-09-13,"Pará",214806,6368,179,2.96,86.02865,74.02,156,2496.9124,24,430,172,0.6,0.65,2.48,2.42
2020-09-13,"Paraíba",112961,2627,179,2.33,40.18127,65.38,159,2811.285,11,255,173,0.37,0.92,1.3,1
2020-09-13,"Pernambuco",136672,7874,185,5.76,95.57071,82.39,163,1430.0616,22,259,181,0.34,0.63,1.58,2.99
2020-09-13,"Piauí",86538,1973,178,2.28,32.73227,60.28,168,2643.813,6,142,178,0.46,0.67,1,0.75
2020-09-13,"Paraná",154171,3823,185,2.48,114.33957,33.44,161,1348.3609,22,1258,181,0.56,1.1,1.78,1.45
2020-09-13,"Rio de Janeiro",242491,16990,192,7.01,172.64943,98.41,167,1404.5282,5,1715,184,5.31,0.05,2.8,6.45
2020-09-13,"Rio Grande do Norte",65584,2325,185,3.55,35.06853,66.3,164,1870.1668,2,63,178,0.25,1,0.76,0.88
2020-09-13,"Rondônia",60484,1246,177,2.06,17.77225,70.11,158,3403.2832,6,122,177,0.38,0.67,0.7,0.47
2020-09-13,"Roraima",46545,610,176,1.31,6.05761,100.7,164,7683.7234,0,67,177,0.52,0,0.54,0.23
2020-09-13,"Rio Grande do Sul",156903,4055,187,2.58,113.77239,35.64,158,1379.0956,16,639,180,0.23,0.38,1.81,1.54
2020-09-13,"Santa Catarina",197745,2529,185,1.28,71.64788,35.3,163,2759.9561,14,681,180,0.5,0.78,2.28,0.96
2020-09-13,"Sergipe",74833,1949,183,2.6,22.98696,84.79,163,3255.4544,4,68,182,0.57,0.67,0.86,0.74
2020-09-13,"São Paulo",892257,32606,201,3.65,459.19049,71.01,172,1943.1086,39,1567,186,0.2,0.17,10.3,12.37
2020-09-13,"Tocantins",60035,814,179,1.36,15.72866,51.75,147,3816.9177,8,313,177,0.96,1.14,0.69,0.31
2020-09-13,"Brasil",4332991,131746,201,3.04,NA,NA,NA,NA,405,14020,NA,0.46,0.53,50,50
2020-09-14,"Acre",26176,640,181,2.44,8.81935,72.57,162,2968.0192,0,10,182,0.56,0,0.3,0.24
2020-09-14,"Alagoas",82332,1985,190,2.41,33.37357,59.48,155,2466.9821,6,102,180,0.5,0.86,0.95,0.75
2020-09-14,"Amazonas",127407,3898,185,3.06,41.44597,94.05,165,3074.0504,6,275,179,1.42,1.5,1.46,1.47
2020-09-14,"Amapá",45955,680,178,1.48,8.45731,80.4,164,5433.7609,2,102,179,1.59,0,0.53,0.26
2020-09-14,"Bahia",283235,5999,192,2.12,148.73064,40.33,160,1904.3487,38,718,181,0.84,0.78,3.25,2.27
2020-09-14,"Ceará",227799,8698,182,3.82,91.32078,95.25,166,2494.4925,12,350,182,0.94,12,2.62,3.29
2020-09-14,"Distrito Federal",177921,2930,191,1.65,30.15268,97.17,167,5900.6695,31,1084,185,0.91,1.94,2.04,1.11
2020-09-14,"Espírito Santo",120252,3359,192,2.79,40.1865,83.59,165,2992.3482,13,704,181,3.63,1.62,1.38,1.27
2020-09-14,"Goiás",168026,3877,186,2.31,70.18354,55.24,158,2394.0941,72,4491,183,7.5,6,1.93,1.47
2020-09-14,"Maranhão",162998,3590,178,2.2,70.75181,50.74,161,2303.7997,10,415,176,3.88,0.91,1.87,1.36
2020-09-14,"Minas Gerais",253997,6286,190,2.47,211.68791,29.69,155,1199.8654,10,1734,180,0.84,0.13,2.92,2.38
2020-09-14,"Mato Grosso do Sul",60297,1106,184,1.83,27.78986,39.8,155,2169.7482,21,889,183,2.69,1.05,0.69,0.42
2020-09-14,"Mato Grosso",106895,3157,178,2.95,34.84466,90.6,155,3067.7584,27,1450,176,5.97,1.42,1.23,1.19
2020-09-14,"Pará",216318,6387,180,2.95,86.02865,74.24,157,2514.4879,19,1512,173,3.52,0.79,2.48,2.42
2020-09-14,"Paraíba",113163,2639,180,2.33,40.18127,65.68,160,2816.3122,12,202,174,0.79,1.09,1.3,1
2020-09-14,"Pernambuco",136853,7888,186,5.76,95.57071,82.54,164,1431.9555,14,181,182,0.7,0.64,1.57,2.98
2020-09-14,"Piauí",87213,1988,179,2.28,32.73227,60.74,169,2664.4348,15,675,179,4.75,2.5,1,0.75
2020-09-14,"Paraná",154820,3853,186,2.49,114.33957,33.7,162,1354.0369,30,649,182,0.52,1.36,1.78,1.46
2020-09-14,"Rio de Janeiro",242811,17003,193,7,172.64943,98.48,168,1406.3817,13,320,185,0.19,2.6,2.79,6.43
2020-09-14,"Rio Grande do Norte",65873,2334,186,3.54,35.06853,66.56,165,1878.4078,9,289,179,4.59,4.5,0.76,0.88
2020-09-14,"Rondônia",60746,1253,178,2.06,17.77225,70.5,159,3418.0253,7,262,178,2.15,1.17,0.7,0.47
2020-09-14,"Roraima",46848,611,177,1.3,6.05761,100.86,165,7733.7432,1,303,178,4.52,0,0.54,0.23
2020-09-14,"Rio Grande do Sul",157907,4080,188,2.58,113.77239,35.86,159,1387.9202,25,1004,181,1.57,1.56,1.81,1.54
2020-09-14,"Santa Catarina",198640,2543,186,1.28,71.64788,35.49,164,2772.4477,14,895,181,1.31,1,2.28,0.96
2020-09-14,"Sergipe",75046,1956,184,2.61,22.98696,85.09,164,3264.7205,7,213,183,3.13,1.75,0.86,0.74
2020-09-14,"São Paulo",893349,32642,202,3.65,459.19049,71.09,173,1945.4867,36,1092,187,0.7,0.92,10.26,12.35
2020-09-14,"Tocantins",60725,822,180,1.35,15.72866,52.26,148,3860.7866,8,690,178,2.2,1,0.7,0.31
2020-09-14,"Brasil",4353602,132204,202,3.04,NA,NA,NA,NA,458,20611,NA,1.47,1.13,50,50
2020-09-15,"Acre",26287,642,182,2.44,8.81935,72.79,163,2980.6051,2,111,183,11.1,0,0.3,0.24
2020-09-15,"Alagoas",82595,1991,191,2.41,33.37357,59.66,156,2474.8626,6,263,181,2.58,1,0.94,0.75
2020-09-15,"Amazonas",128150,3907,186,3.05,41.44597,94.27,166,3091.9773,9,743,180,2.7,1.5,1.46,1.47
2020-09-15,"Amapá",46117,682,179,1.48,8.45731,80.64,165,5452.9159,2,162,180,1.59,1,0.53,0.26
2020-09-15,"Bahia",285448,6040,193,2.12,148.73064,40.61,161,1919.2279,41,2213,182,3.08,1.08,3.25,2.27
2020-09-15,"Ceará",229250,8749,183,3.82,91.32078,95.81,167,2510.3815,51,1451,183,4.15,4.25,2.61,3.28
2020-09-15,"Distrito Federal",178747,2970,192,1.66,30.15268,98.5,168,5928.0634,40,826,186,0.76,1.29,2.04,1.11
2020-09-15,"Espírito Santo",120974,3376,193,2.79,40.1865,84.01,166,3010.3144,17,722,182,1.03,1.31,1.38,1.27
2020-09-15,"Goiás",171120,3927,187,2.29,70.18354,55.95,159,2438.1785,50,3094,184,0.69,0.69,1.95,1.47
2020-09-15,"Maranhão",163802,3601,179,2.2,70.75181,50.9,162,2315.1634,11,804,177,1.94,1.1,1.87,1.35
2020-09-15,"Minas Gerais",255606,6328,191,2.48,211.68791,29.89,156,1207.4662,42,1609,181,0.93,4.2,2.91,2.37
2020-09-15,"Mato Grosso do Sul",60963,1122,185,1.84,27.78986,40.37,156,2193.7138,16,666,184,0.75,0.76,0.69,0.42
2020-09-15,"Mato Grosso",108117,3172,179,2.93,34.84466,91.03,156,3102.8284,15,1222,177,0.84,0.56,1.23,1.19
2020-09-15,"Pará",217500,6405,181,2.94,86.02865,74.45,158,2528.2275,18,1182,174,0.78,0.95,2.48,2.4
2020-09-15,"Paraíba",113903,2649,181,2.33,40.18127,65.93,161,2834.7287,10,740,175,3.66,0.83,1.3,0.99
2020-09-15,"Pernambuco",137869,7914,187,5.74,95.57071,82.81,165,1442.5863,26,1016,183,5.61,1.86,1.57,2.97
2020-09-15,"Piauí",87959,1996,180,2.27,32.73227,60.98,170,2687.2258,8,746,180,1.11,0.53,1,0.75
2020-09-15,"Paraná",155820,3918,187,2.51,114.33957,34.27,163,1362.7828,65,1000,183,1.54,2.17,1.78,1.47
2020-09-15,"Rio de Janeiro",244418,17180,194,7.03,172.64943,99.51,169,1415.6896,177,1607,186,5.02,13.62,2.78,6.44
2020-09-15,"Rio Grande do Norte",66159,2338,187,3.53,35.06853,66.67,166,1886.5633,4,286,180,0.99,0.44,0.75,0.88
2020-09-15,"Rondônia",61260,1269,179,2.07,17.77225,71.4,160,3446.9468,16,514,179,1.96,2.29,0.7,0.48
2020-09-15,"Roraima",47164,611,178,1.3,6.05761,100.86,166,7785.909,0,316,179,1.04,0,0.54,0.23
2020-09-15,"Rio Grande do Sul",160940,4174,189,2.59,113.77239,36.69,160,1414.5787,94,3033,182,3.02,3.76,1.83,1.57
2020-09-15,"Santa Catarina",200241,2569,187,1.28,71.64788,35.86,165,2794.7931,26,1601,182,1.79,1.86,2.28,0.96
2020-09-15,"Sergipe",75203,1962,185,2.61,22.98696,85.35,165,3271.5505,6,157,184,0.74,0.86,0.86,0.74
2020-09-15,"São Paulo",901271,32963,203,3.66,459.19049,71.79,174,1962.7388,321,7922,188,7.25,8.92,10.27,12.37
2020-09-15,"Tocantins",61271,831,181,1.36,15.72866,52.83,149,3895.5003,9,546,179,0.79,1.12,0.7,0.31
2020-09-15,"Brasil",4388154,133286,203,3.04,NA,NA,NA,NA,1082,34552,NA,1.68,2.36,50,50
2020-09-16,"Acre",26463,643,183,2.43,8.81935,72.91,164,3000.5613,1,176,184,1.59,0.5,0.3,0.24
2020-09-16,"Alagoas",82983,1996,192,2.41,33.37357,59.81,157,2486.4886,5,388,182,1.48,0.83,0.94,0.74
2020-09-16,"Amazonas",128851,3920,187,3.04,41.44597,94.58,167,3108.8909,13,701,181,0.94,1.44,1.46,1.46
2020-09-16,"Amapá",46266,685,180,1.48,8.45731,81,166,5470.5338,3,149,181,0.92,1.5,0.52,0.26
2020-09-16,"Bahia",287685,6085,194,2.12,148.73064,40.91,162,1934.2686,45,2237,183,1.01,1.1,3.25,2.27
2020-09-16,"Ceará",230406,8764,184,3.8,91.32078,95.97,168,2523.0402,15,1156,184,0.8,0.29,2.6,3.26
2020-09-16,"Distrito Federal",179823,3000,193,1.67,30.15268,99.49,169,5963.7485,30,1076,187,1.3,0.75,2.03,1.12
2020-09-16,"Espírito Santo",121710,3388,194,2.78,40.1865,84.31,167,3028.629,12,736,183,1.02,0.71,1.38,1.26
2020-09-16,"Goiás",174796,3971,188,2.27,70.18354,56.58,160,2490.5555,44,3676,185,1.19,0.88,1.97,1.48
2020-09-16,"Maranhão",164770,3611,180,2.19,70.75181,51.04,163,2328.845,10,968,178,1.2,0.91,1.86,1.34
2020-09-16,"Minas Gerais",258595,6419,192,2.48,211.68791,30.32,157,1221.5861,91,2989,182,1.86,2.17,2.92,2.39
2020-09-16,"Mato Grosso do Sul",61794,1133,186,1.83,27.78986,40.77,157,2223.6168,11,831,185,1.25,0.69,0.7,0.42
2020-09-16,"Mato Grosso",109442,3204,180,2.93,34.84466,91.95,157,3140.8543,32,1325,178,1.08,2.13,1.24,1.19
2020-09-16,"Pará",218458,6421,182,2.94,86.02865,74.64,159,2539.3633,16,958,175,0.81,0.89,2.47,2.39
2020-09-16,"Paraíba",114582,2659,182,2.32,40.18127,66.18,162,2851.6271,10,679,176,0.92,1,1.29,0.99
2020-09-16,"Pernambuco",138568,7933,188,5.72,95.57071,83.01,166,1449.9003,19,699,184,0.69,0.73,1.57,2.95
2020-09-16,"Piauí",88671,2007,181,2.26,32.73227,61.32,171,2708.978,11,712,181,0.95,1.38,1,0.75
2020-09-16,"Paraná",157330,3971,188,2.52,114.33957,34.73,164,1375.9891,53,1510,184,1.51,0.82,1.78,1.48
2020-09-16,"Rio de Janeiro",246182,17342,195,7.04,172.64943,100.45,170,1425.9068,162,1764,187,1.1,0.92,2.78,6.46
2020-09-16,"Rio Grande do Norte",66551,2341,188,3.52,35.06853,66.76,167,1897.7414,3,392,181,1.37,0.75,0.75,0.87
2020-09-16,"Rondônia",61619,1277,180,2.07,17.77225,71.85,161,3467.1468,8,359,180,0.7,0.5,0.7,0.48
2020-09-16,"Roraima",47398,611,179,1.29,6.05761,100.86,167,7824.5381,0,234,180,0.74,0,0.54,0.23
2020-09-16,"Rio Grande do Sul",164373,4216,190,2.56,113.77239,37.06,161,1444.753,42,3433,183,1.13,0.45,1.86,1.57
2020-09-16,"Santa Catarina",201682,2593,188,1.29,71.64788,36.19,166,2814.9053,24,1441,183,0.9,0.92,2.28,0.97
2020-09-16,"Sergipe",75342,1965,186,2.61,22.98696,85.48,166,3277.5974,3,139,185,0.89,0.5,0.85,0.73
2020-09-16,"São Paulo",909428,33253,204,3.66,459.19049,72.42,175,1980.5027,290,8157,189,1.03,0.9,10.27,12.38
2020-09-16,"Tocantins",61683,840,182,1.36,15.72866,53.41,150,3921.6945,9,412,180,0.75,1,0.7,0.31
2020-09-16,"Brasil",4425451,134248,204,3.03,NA,NA,NA,NA,962,37297,NA,1.08,0.89,50,50
2020-09-17,"Acre",26716,646,184,2.42,8.81935,73.25,165,3029.2482,3,253,185,1.44,3,0.3,0.24
2020-09-17,"Alagoas",83035,2002,193,2.41,33.37357,59.99,158,2488.0467,6,52,183,0.13,1.2,0.93,0.74
2020-09-17,"Amazonas",129501,3931,188,3.04,41.44597,94.85,168,3124.574,11,650,182,0.93,0.85,1.45,1.45
2020-09-17,"Amapá",46372,688,181,1.48,8.45731,81.35,167,5483.0673,3,106,182,0.71,1,0.52,0.25
2020-09-17,"Bahia",289655,6132,195,2.12,148.73064,41.23,163,1947.514,47,1970,184,0.88,1.04,3.25,2.27
2020-09-17,"Ceará",231510,8781,185,3.79,91.32078,96.16,169,2535.1295,17,1104,185,0.96,1.13,2.59,3.25
2020-09-17,"Distrito Federal",180844,3022,194,1.67,30.15268,100.22,170,5997.6095,22,1021,188,0.95,0.73,2.03,1.12
2020-09-17,"Espírito Santo",122471,3399,195,2.78,40.1865,84.58,168,3047.5657,11,761,184,1.03,0.92,1.37,1.26
2020-09-17,"Goiás",178413,4057,189,2.27,70.18354,57.81,161,2542.0918,86,3617,186,0.98,1.95,2,1.5
2020-09-17,"Maranhão",165499,3622,181,2.19,70.75181,51.19,164,2339.1486,11,729,179,0.75,1.1,1.85,1.34
